,Region,Area,Site_Name,place_name(googleAPI),lat,lng,tag,tag_zh,Site_Type,rating,formatted_address
317,關東,東京,八丈島,八丈島,33.1030212,139.8035566,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tourism ,Autumn ,Green ,Flower ,Summer ,Noted place ,Travel ,Sea ,November ,Rock ,Coast ,September ,Tokyo Metropolitan Area ,Flower garden ,Splendid ,March ,Fresh ,Island ,Countryside ,Plateau, Highlands ,Tokyo ,Bright ,Hill ,Animal","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,觀光 ,秋天 ,綠色 ,花 ,夏 ,名所 ,旅行 ,海 ,11月 ,岩石 ,海岸 ,9月 ,東京都 ,花卉園 ,鮮明 ,3月 ,清爽 ,島 ,田舎 ,高原 ,東京 ,光亮 ,小山 ,動物",,4.3,日本、東京都八丈町 八丈島
318,中部,新潟,美人林,美人林,37.0998276,138.6186892,"Landscape ,Japan ,Nature ,Sunny ,Sightseeing resort ,Tree ,Tourism ,Autumn ,Green ,Mountain ,Noted place ,Autumn leaves ,Plant ,Travel ,April ,Tourist attractions ,November ,Water surface ,May ,Fresh green ,Superb view ,Landscape ,Snow ,Green ,Beautiful ,Yellow ,Lake ,Trip ,Forest ,Pond","風景 ,日本 ,自然 ,晴天 ,觀光地 ,木頭 ,觀光 ,秋天 ,綠色 ,山 ,名所 ,紅葉 ,植物 ,旅行 ,4月 ,11月 ,旅遊景點 ,水面 ,5月 ,鮮綠 ,絶景 ,景色 ,雪 ,綠色 ,美麗 ,黃色 ,湖 ,旅 ,森 ,池",,4,日本、〒942-1411 新潟県十日町市松之山松口１７１２−２
319,關西,大阪,天王寺公園,天王寺公園,34.6485183,135.5110896,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tree ,Tourism ,Building ,Spring ,Green ,Summer ,Noted place ,Plant ,Travel ,Tourist attractions ,Tourist attractions ,Winter ,May ,Fresh green ,Night view ,City ,Night ,Landscape ,Sunny ,Park ,Light up ,Bridge ,August ,July","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,木頭 ,觀光 ,建設 ,春天 ,綠色 ,夏 ,名所 ,植物 ,旅行 ,觀光名所 ,旅遊景點 ,冬 ,5月 ,鮮綠 ,街 ,夜景 ,晚上 ,景色 ,陽光明媚 ,公園 ,亮燈 ,橋 ,7月 ,8月",,4,日本、〒543-0063 大阪府大阪市天王寺区茶臼山町５−５５
320,關東,東京,日比谷公園,日比谷公園 草地広場,35.6744393,139.7553875,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tree ,Tourism ,Building ,Autumn ,Noted place ,Autumn leaves ,Tourist attractions ,April ,Early summer ,Tourist attractions ,November ,Buildings ,Water surface ,May ,Fresh green ,City ,Landscape ,Sunny ,Park ,Cityscape ,Green ,Blue ,Red ,Yellow","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,木頭 ,觀光 ,建設 ,秋天 ,名所 ,紅葉 ,觀光名所 ,4月 ,初夏 ,11月 ,旅遊景點 ,建築物 ,水面 ,5月 ,鮮綠 ,街 ,景色 ,陽光明媚 ,公園 ,街燈 ,藍色 ,綠色 ,紅色 ,黃色",,4.1,日本、〒100-0012 東京都千代田区日比谷公園１−６
324,關西,京都,哲學之道,哲学の道,35.0268199,135.7953591,"Landscape ,Japan ,Sightseeing resort ,Tourism ,Spring ,Flower ,Noted place ,Plant ,Travel ,Tourist attractions ,April ,Tourist attractions ,Cherry ,Water surface ,Pink ,In full bloom ,River ,Road ,Asia ,Water ,Kyoto ,Harmony ,Kinki ,Kansai ,Japanese-style ,Cherry blossom ,River ,Cherry blossom ,Promenade ,Orient","風景 ,日本 ,觀光地 ,觀光 ,春天 ,花 ,名所 ,植物 ,旅行 ,觀光名所 ,4月 ,旅遊景點 ,櫻花 ,水面 ,粉色 ,盛開 ,河 ,道路 ,亞洲 ,水 ,京都 ,和 ,近畿 ,關西 ,日本風格 ,櫻花 ,河川 ,櫻花 ,遊歩道 ,東洋",,4.4,日本、〒606-8427 京都府京都市左京区鹿ケ谷法然院西町
328,四國,香川,小豆島橄欖公園,道の駅 小豆島オリーブ公園,34.4723666,134.2741859,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tree ,Tourism ,Building ,Autumn ,Green ,Mountain ,Flower ,Noted place ,Cloud ,Plant ,Travel ,Tourist attractions ,April ,Early summer ,Sea ,Tourist attractions ,November ,Daytime ,May ,October ,Landscape ,Park ,Trip ,Coast","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,木頭 ,觀光 ,建設 ,秋天 ,綠色 ,山 ,花 ,名所 ,雲 ,植物 ,旅行 ,觀光名所 ,4月 ,海 ,初夏 ,中午 ,11月 ,旅遊景點 ,5月 ,10月 ,景色 ,公園 ,海岸 ,旅",,4,日本、〒761-4434 香川県小豆郡小豆島町西村甲１９４１−１
329,東北,秋田,檜木內川櫻花道,桧木内川堤公園,39.598915,140.5595106,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tree ,Tourism ,Building ,Spring ,Green ,Mountain ,Flower ,Noted place ,Cloud ,Plant ,Travel ,Tourist attractions ,April ,Tourist attractions ,Cherry ,Water surface ,May ,Superb view ,Pink ,In full bloom ,River ,Landscape ,Snow ,Tohoku","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,木頭 ,觀光 ,建設 ,春天 ,綠色 ,山 ,花 ,名所 ,雲 ,植物 ,旅行 ,觀光名所 ,4月 ,旅遊景點 ,櫻花 ,水面 ,5月 ,絶景 ,粉色 ,盛開 ,河 ,景色 ,雪 ,東北",,4.3,日本、〒014-0347 秋田県仙北市角館町小勝田中川原
330,關東,茨城,大洗海岸,大洗海岸,36.3124719,140.5866598,"Landscape ,Japan ,Nature ,Sightseeing resort ,Tourism ,Noted place ,Cloud ,Tourist attractions ,Sea ,Tourist attractions ,Winter ,Superb view ,Morning ,Rock ,Shrine ,Coast ,Water ,Light ,Kanto ,Historic building ,January ,Buddhist temples and Shinto shrines ,Horizon ,Sunrise glow ,Torii ,Sun ,Morning sun ,Shrines and temples ,Dawn ,Temples and shrines","風景 ,日本 ,自然 ,觀光地 ,觀光 ,名所 ,雲 ,觀光名所 ,海 ,旅遊景點 ,冬 ,絶景 ,早上 ,岩石 ,神社 ,海岸 ,水 ,光 ,關東 ,歷史建築 ,1 月 ,水平線 ,寺社佛閣 ,朝霞 ,鳥居 ,太陽 ,朝日 ,神社佛閣 ,黎明 ,寺廟和神社",,4.1,日本、〒311-1301 茨城県東茨城郡大洗町磯浜町
331,關東,茨城,筑波山,筑波山,36.2253757,140.1074925,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tree ,Tourism ,Spring ,Green ,Mountain ,Flower ,Noted place ,Cloud ,Plant ,Travel ,Tourist attractions ,April ,Tourist attractions ,Daytime ,Cherry ,Winter ,Water surface ,May ,Fresh green ,In full bloom ,Landscape ,Sunny ,Park ,Green","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,木頭 ,觀光 ,春天 ,綠色 ,山 ,花 ,名所 ,雲 ,植物 ,旅行 ,觀光名所 ,4月 ,中午 ,旅遊景點 ,櫻花 ,冬 ,水面 ,5月 ,鮮綠 ,盛開 ,景色 ,陽光明媚 ,公園 ,藍色",,4.2,日本、〒300-4352 茨城県つくば市筑波 筑波山
332,關東,群馬,水上溫泉,宝川温泉汪泉閣,36.8478687,139.046796,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Spring ,May ,Night view ,River ,Light up ,August ,July ,Valley, Canyon, Gorge ,Kanto ,Torrent ,Hot Spring ,River ,Hiking ,Gunma Prefecture ,Going down the river ,Hotel ,Minakami-machi ,Roadside station ,Minakami Onsen ,Hot spring inn ,On the water ,Hot spring hotel","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,春天 ,5月 ,夜景 ,河 ,亮燈 ,7月 ,8月 ,溪谷 ,關東 ,溪流 ,溫泉 ,河川 ,健行 ,群馬縣 ,河川下游 ,飯店 ,水上町 ,水上溫泉 ,溫泉旅館 ,道站 ,溫泉飯店",,4.1,日本、〒379-1721 群馬県利根郡みなかみ町藤原１８９９
333,中國,島根,松江城,松江城,35.4751335,133.0506783,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tourism ,Building ,Autumn ,Spring ,Green ,Flower ,Noted place ,Autumn leaves ,Cloud ,Travel ,Tourist attractions ,April ,Tourist attractions ,November ,Buildings ,Cherry ,Winter ,In full bloom ,Landscape ,Sunny ,Snow ,Blue ,Red ,Yellow","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,觀光 ,建設 ,秋天 ,春天 ,綠色 ,花 ,名所 ,紅葉 ,雲 ,旅行 ,觀光名所 ,4月 ,11月 ,旅遊景點 ,建築物 ,櫻花 ,冬 ,盛開 ,景色 ,陽光明媚 ,雪 ,藍色 ,紅色 ,黃色",,4.2,日本、〒690-0887 島根県松江市殿町１−５
334,關西,京都,祇園白川櫻,京のうまいもの屋 櫻,35.0073535,135.7786678,"Landscape ,Japan ,Sightseeing resort ,Tourism ,Spring ,Noted place ,Travel ,Tourist attractions ,April ,Tourist attractions ,Cherry ,Fresh green ,Night view ,City ,Night ,In full bloom ,Light up ,Cityscape ,Morning ,Kyoto Prefecture ,Trip ,Asia ,Kyoto ,Harmony ,Kinki ,Townscape ,Kansai ,March ,Japanese-style ,Cherry blossom","風景 ,日本 ,觀光地 ,觀光 ,春天 ,名所 ,旅行 ,觀光名所 ,4月 ,旅遊景點 ,櫻花 ,鮮綠 ,街 ,夜景 ,晚上 ,盛開 ,亮燈 ,街燈 ,早上 ,京都府 ,旅 ,亞洲 ,京都 ,近畿 ,和 ,市區街道 ,關西 ,3月 ,日本風格 ,櫻花",,4.5,日本、〒605-0068 京都府京都市東山区稲荷町北組５７３−１
335,北海道,道北,宗谷岬,宗谷岬,45.5229025,141.9365949,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Autumn ,Tourist attractions ,Sea ,Hokkaido ,October ,June ,Evening ,September ,February ,Sunrise glow ,Sunset ,Sunset ,Dusk ,Evening view ,Cape ,Strait ,Monument ,Sea of Okhotsk ,Stone monument ,Monument ,Drift ice ,Wakkanai ,Cape Soya","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,秋天 ,觀光名所 ,海 ,北海道 ,10月 ,6月 ,傍晚 ,9月 ,2月 ,朝霞 ,日落 ,日落 ,傍晚 ,日落 ,海角 ,海峽 ,紀念碑 ,鄂霍茨克海 ,石碑 ,紀念碑 ,流冰 ,稚内 ,宗谷岬",,4.3,日本、〒098-6758 北海道稚内市宗谷岬
339,四國,高知,仁淀川,仁淀川,33.5366853,133.2556537,"Landscape ,Japan ,Nature ,Sunny ,Green ,Summer ,April ,November ,Water surface ,Fresh green ,River ,August ,Rock ,Water ,September ,Valley, Canyon, Gorge ,Torrent ,Flow ,Clear stream ,River ,Water's edge ,Shikoku ,Transparency ,Emerald Green ,Kochi Prefecture ,Azalea ,Niyodogawa River ,Tosa ,Yasui Valley ,Niyodogawa-cho","風景 ,日本 ,自然 ,晴天 ,綠色 ,夏 ,4月 ,11月 ,水面 ,鮮綠 ,河 ,8月 ,岩石 ,9月 ,水 ,溪谷 ,溪流 ,流 ,清流 ,水邊 ,河川 ,四國 ,透明 ,翡翠綠 ,高知縣 ,杜鵑 ,仁淀川 ,土佐 ,安居溪谷 ,仁淀川町",,4.2,日本、高知県 仁淀川
340,中國,廣島,嚴島神社,厳島神社,34.2959885,132.3198262,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tourism ,Building ,Summer ,Noted place ,Cloud ,Travel ,Tourist attractions ,Sea ,Tourist attractions ,November ,Daytime ,Night view ,City ,Night ,October ,Landscape ,Sunny ,Cityscape ,June ,August ,World heritage site ,Shrine ,Trip ,Coast","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,觀光 ,建設 ,夏 ,名所 ,雲 ,旅行 ,觀光名所 ,海 ,11月 ,中午 ,旅遊景點 ,街 ,夜景 ,晚上 ,10月 ,景色 ,陽光明媚 ,街燈 ,6月 ,8月 ,世界文化遺產 ,神社 ,海岸 ,旅",,4.6,日本、〒739-0588 広島県廿日市市宮島町１−１
344,北海道,道東,破冰船 網走流冰,道の駅 流氷街道網走,44.0220246,144.2739677,"Landscape ,Japan ,Nature ,Blue sky ,Sightseeing resort ,Tourism ,Spring ,Noted place ,Travel ,Tourist attractions ,Sea ,Winter ,Water surface ,Superb view ,Hokkaido ,Landscape ,Sunny ,Snow ,Blue ,Beautiful ,World heritage site ,Trip ,Coast ,Water ,Light ,February ,Vehicle ,Fine weather ,Snowscape ,White","風景 ,日本 ,自然 ,藍藍的天空 ,觀光地 ,觀光 ,春天 ,名所 ,旅行 ,觀光名所 ,海 ,冬 ,水面 ,絶景 ,北海道 ,景色 ,陽光明媚 ,雪 ,藍色 ,美麗 ,世界文化遺產 ,海岸 ,旅 ,水 ,光 ,2月 ,遊樂設施 ,晴天 ,雪景 ,白色",,3.8,日本、〒093-0003 北海道網走市南３条東４丁目
345,沖繩,沖繩,川平灣,川平湾 ひりふき,24.4627537,124.1440332,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tourism ,Summer ,Noted place ,Cloud ,Travel ,April ,Sea ,Water surface ,Superb view ,Landscape ,Sunny ,August ,Blue ,July ,Trip ,Coast ,Asia ,September ,Fine weather ,Island ,Boat ,Okinawa Prefecture ,Leisure ,Mid summer","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,觀光 ,夏 ,名所 ,雲 ,旅行 ,4月 ,海 ,水面 ,絶景 ,景色 ,陽光明媚 ,藍色 ,7月 ,8月 ,海岸 ,旅 ,9月 ,亞洲 ,晴天 ,島 ,船 ,沖繩縣 ,休閒 ,盛夏",,4.5,日本、〒907-0453 沖縄県石垣市川平１０５４
349,中部,富士山,富士芝櫻花祭,富士山,35.3606255,138.7273634,"Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tree ,Tourism ,Spring ,Mountain ,Flower ,Noted place ,Plant ,Travel ,Early summer ,May ,Fresh green ,Pink ,In full bloom ,Landscape ,Sunny ,Park ,World heritage site ,Trip ,Pond ,Asia ,World cultural heritage ,Flower garden ,Harmony ,Mt. Fuji ,Yamanashi Prefecture","日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,木頭 ,觀光 ,春天 ,山 ,花 ,名所 ,植物 ,旅行 ,初夏 ,5月 ,鮮綠 ,粉色 ,盛開 ,景色 ,陽光明媚 ,公園 ,世界文化遺產 ,旅 ,池 ,亞洲 ,世界文化遺產 ,花卉園 ,和 ,富士山 ,山梨縣",,4.5,日本、〒418-0112 静岡県富士宮市北山 富士山
350,中國,岡山,倉敷美觀地區,倉敷美観地区,34.5957392,133.7717651,"Landscape ,Japan ,Blue sky ,Sunny ,Sightseeing resort ,Tree ,Tourism ,Building ,Noted place ,Cloud ,Plant ,Travel ,Tourist attractions ,Tourist attractions ,Buildings ,Winter ,Water surface ,May ,Superb view ,Night view ,City ,Night ,River ,Landscape ,Sunny ,Light up ,Cityscape ,June ,Blue ,Beautiful","風景 ,日本 ,藍藍的天空 ,晴天 ,觀光地 ,木頭 ,觀光 ,建設 ,名所 ,雲 ,植物 ,旅行 ,觀光名所 ,旅遊景點 ,建築物 ,冬 ,水面 ,5月 ,絶景 ,街 ,夜景 ,晚上 ,河 ,景色 ,陽光明媚 ,亮燈 ,街燈 ,藍色 ,6月 ,美麗",,4.3,日本、〒710-0054 岡山県倉敷市本町
354,關東,東京,昭和紀念公園,国営昭和記念公園,35.7111,139.3975365,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Tree ,Tourism ,Natural landscape ,Autumn ,Spring ,Noted place ,Autumn leaves ,Cloud ,Plant ,April ,November ,Water surface ,Fresh green ,Superb view ,Landscape ,Sunny ,Park ,Green ,Red ,Yellow ,Road ,Pond ,Water ,Yellow leaf ,Tokyo Metropolitan Area","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,木頭 ,觀光 ,自然風景 ,秋天 ,春天 ,名所 ,紅葉 ,雲 ,植物 ,4月 ,11月 ,水面 ,鮮綠 ,絶景 ,景色 ,陽光明媚 ,公園 ,綠色 ,紅色 ,黃色 ,道路 ,池 ,水 ,黄葉 ,東京都",,4.3,日本、〒190-0014 東京都立川市緑町３１７３
355,關西,三重,伊勢神宮,伊勢神宮,34.45501,136.725793,"Landscape ,Japan ,Sightseeing resort ,Tourism ,Building ,Spring ,Green ,Noted place ,Tourist attractions ,April ,November ,May ,Fresh green ,Bridge ,World heritage site ,History ,Shrine ,Asia ,Light ,World cultural heritage ,Historic site ,Historic building ,Kinki ,Harmony ,Buddhist temples and Shinto shrines ,Grounds of a shrine ,Sunrise glow ,Approach ,Torii ,Morning sun","風景 ,日本 ,觀光地 ,觀光 ,建設 ,春天 ,綠色 ,名所 ,觀光名所 ,4月 ,11月 ,5月 ,鮮綠 ,橋 ,世界文化遺產 ,歷史 ,神社 ,亞洲 ,光 ,世界文化遺產 ,歷史遺址 ,歷史建築 ,近畿 ,和 ,寺社佛閣 ,境内 ,朝霞 ,参道 ,鳥居 ,朝日",,4.6,日本、〒516-0023 三重県伊勢市宇治館町１
359,東北,岩手,北山崎,北山崎,39.9791902,141.9532803,"Landscape ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tourism ,Summer ,Travel ,Sea ,Winter ,Water surface ,May ,Superb view ,Landscape ,Sunny ,Tohoku ,Green ,Blue ,August ,Rock ,Coast ,February ,Scenic spot ,Horizon ,National Park ,Morning sun ,Fog ,Iwate Prefecture ,Tohoku Region ,Viewing platform","風景 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,觀光 ,夏 ,旅行 ,海 ,冬 ,水面 ,5月 ,絶景 ,景色 ,陽光明媚 ,東北 ,藍色 ,綠色 ,8月 ,岩石 ,海岸 ,2月 ,風景名勝區 ,水平線 ,國家公園 ,朝日 ,霧 ,岩手縣 ,東北地方 ,展望台",,4.3,日本、〒028-8402 岩手県下閉伊郡田野畑村北山
363,關西,滋賀,琵琶湖,琵琶湖,35.3456394,136.1709012,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tourism ,Natural landscape ,Mountain ,Summer ,Noted place ,Cloud ,Travel ,Tourist attractions ,Tourist attractions ,Water surface ,Superb view ,Pink ,Landscape ,Sunny ,Blue ,Beautiful ,Morning ,Lake ,Shrine ,Fine weather ,Kinki ,Kansai ,Orange ,Fresh",,,4.4,日本、滋賀県 琵琶湖
364,中部,富士山,富士山,富士山,35.3606255,138.7273634,,,,4.5,日本、〒418-0112 静岡県富士宮市北山 富士山
365,東北,宮城,鳴子峽,鳴子峡,38.7296457,140.6907528,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tree ,Tourism ,Autumn ,Mountain ,Noted place ,Autumn leaves ,Plant ,Travel ,Tourist attractions ,Tourist attractions ,November ,Daytime ,Superb view ,October ,Landscape ,Sunny ,Tohoku ,Bridge ,Green ,Blue ,Red ,Yellow ,Trip ,Asia","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,木頭 ,觀光 ,秋天 ,山 ,名所 ,紅葉 ,植物 ,旅行 ,觀光名所 ,11月 ,中午 ,旅遊景點 ,絶景 ,10月 ,景色 ,陽光明媚 ,東北 ,橋 ,藍色 ,綠色 ,紅色 ,黃色 ,旅 ,亞洲",,4.1,日本、〒989-6100 宮城県大崎市鳴子温泉
369,中部,新潟,村松公園,村松公園,37.6927043,139.1881628,"Landscape ,Nature ,Blue sky ,Sunny ,Autumn ,Spring ,Flower ,Autumn leaves ,Plant ,April ,November ,Cherry ,In full bloom ,Park ,Morning ,Pond ,Leaf ,Cherry blossom ,Cherry blossom ,100 best cherry blossom in Japan ,Niigata Prefecture ,Reflective water surface ,Niigata ,Cloudy ,Orange ,Gosen-shi ,Muramatsu Park","風景 ,自然 ,藍藍的天空 ,晴天 ,秋天 ,春天 ,花 ,紅葉 ,植物 ,4月 ,11月 ,櫻花 ,盛開 ,公園 ,早上 ,池 ,葉 ,櫻花 ,櫻花 ,日本櫻花百選 ,新潟縣 ,水中倒影 ,新潟 ,陰天 ,橘色 ,五泉市 ,村松公園",,4.1,日本、〒959-1765 新潟県五泉市愛宕甲２６３１−１
370,中國,島根,宍道湖,宍道湖,35.4426772,132.9514285,"Landscape ,Nature ,Tourism ,Noted place ,April ,November ,Water surface ,May ,June ,Lake ,Island ,Boat ,Sunset ,Sunset ,Dusk ,Evening view ,Orange ,Shimane Prefecture ,San'in ,Matsue-shi ,Shimane ,San'in Region ,Ripples ,Be dyed ,Lake Shinji ,The floating island","風景 ,自然 ,觀光 ,名所 ,4月 ,11月 ,水面 ,5月 ,6月 ,湖 ,島 ,船 ,日落 ,日落 ,傍晚 ,日落 ,橘色 ,島根縣 ,山陰 ,島根 ,松江市 ,山陰地方 ,漣漪 ,染色 ,宍道湖 ,浮島",,4.3,日本、島根県 宍道湖
371,東北,青森,蔦沼,蔦沼,40.6008306,140.9499649,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tourism ,Natural landscape ,Autumn ,Spring ,Green ,Mountain ,Noted place ,Autumn leaves ,Cloud ,Tourist attractions ,Early summer ,Tourist attractions ,Winter ,Water surface ,May ,Fresh green ,October ,Tohoku ,Beautiful ,Red ,Lake ,Forest ,February ,Fine weather","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,觀光 ,自然風景 ,秋天 ,春天 ,綠色 ,山 ,名所 ,紅葉 ,雲 ,觀光名所 ,初夏 ,旅遊景點 ,冬 ,水面 ,5月 ,鮮綠 ,10月 ,東北 ,紅色 ,美麗 ,湖 ,森 ,2月 ,晴天",,4.6,日本、〒034-0301 青森県十和田市奥瀬 蔦沼
372,九州,大分,由布川溪谷,由布川峡谷,33.2353316,131.4508947,"Landscape ,Japan ,Nature ,Sightseeing resort ,Tree ,Tourism ,Green ,Summer ,Noted place ,Plant ,Travel ,Tourist attractions ,Early summer ,Tourist attractions ,May ,Fresh green ,Superb view ,River ,October ,Green ,Rock ,Trip ,Water ,September ,Kyushu ,Valley, Canyon, Gorge ,Waterfall ,Scenic spot ,Torrent ,Flow","風景 ,日本 ,自然 ,觀光地 ,木頭 ,觀光 ,綠色 ,夏 ,名所 ,植物 ,旅行 ,觀光名所 ,初夏 ,旅遊景點 ,5月 ,鮮綠 ,絶景 ,河 ,10月 ,綠色 ,岩石 ,旅 ,9月 ,水 ,九州 ,溪谷 ,瀑布 ,風景名勝區 ,溪流 ,流",,3.8,日本、〒879-5525 大分県由布市挾間町朴木
373,關東,埼玉,羊山公園,羊山公園,35.9838804,139.0883229,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Tourism ,Spring ,Mountain ,Flower ,Cloud ,Plant ,Travel ,April ,Pink ,In full bloom ,Kanto ,Flower garden ,Pink ,Hill ,Event ,Saitama Prefecture ,Moss pink ,Purple ,Chichibu-shi ,Hitsujiyama Park ,Mt. Buko ,Hill of Moss pink","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光 ,春天 ,山 ,花 ,雲 ,植物 ,旅行 ,4月 ,粉色 ,盛開 ,關東 ,花卉園 ,桃色 ,小山 ,活動 ,埼玉縣 ,芝櫻 ,紫 ,秩父市 ,羊山公園 ,武甲山 ,芝櫻芝丘",,4,日本、〒368-0023 埼玉県秩父市大宮６３６０
377,北海道,道央,洞爺湖,洞爺湖,42.625499,140.8433144,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tourism ,Summer ,Noted place ,Cloud ,Tourist attractions ,Tourist attractions ,Winter ,Water surface ,May ,Hokkaido ,Landscape ,Snow ,Blue ,August ,July ,Beautiful ,Lake ,February ,December ,Snowscape ,Island ,Snow coverage ,National Park ,Blue","風景 ,日本 ,自然 ,藍藍的天空 ,晴天 ,觀光地 ,觀光 ,夏 ,名所 ,雲 ,觀光名所 ,旅遊景點 ,冬 ,水面 ,5月 ,北海道 ,景色 ,雪 ,藍色 ,7月 ,8月 ,美麗 ,湖 ,2月 ,12月 ,雪景 ,島 ,積雪 ,國家公園 ,藍色",,4.4,日本、北海道 洞爺湖
378,關西,京都,渡月橋,渡月橋,35.0129052,135.6777503,"Landscape ,Japan ,Nature ,Blue sky ,Sunny ,Sightseeing resort ,Tourism ,Autumn ,Green ,Mountain ,Summer ,Noted place ,Autumn leaves ,Cloud ,Travel ,Tourist attractions ,Early summer ,Tourist attractions ,November ,Winter ,Water surface ,Fresh green ,Night view ,Night ,River ,Landscape ,Sunny ,Light up ,Bridge ,June","風景 ,日本 ,晴天 ,觀光地 ,觀光 ,綠色 ,夏 ,旅行 ,初夏 ,水面 ,鮮綠 ,河 ,橋 ,6月 ,京都府 ,京都市 ,亞洲 ,京都 ,近畿 ,河川 ,近畿地區 ,嵐山 ,嵯峨野 ,桂川 ,渡月橋",,4.2,日本、〒616-8383 京都府京都市右京区嵯峨中ノ島町
382,關東,東京,築地市場,築地市場,35.6654861,139.7706668,"Landscape ,Japan ,Blue sky ,Tourism ,Building ,River ,Cityscape ,August ,Morning ,Tokyo Metropolitan Area ,Kanto ,Townscape ,March ,View ,City ,Building ,Tokyo ,Large city ,Kanto Region ,Tall building ,Chuo-ku ,Midtown ,Arcade ,Ingredient ,Sumida River ,Market ,Foreigner ,Fresh ,Fish and seafood ,Fish market","風景 ,日本 ,藍藍的天空 ,觀光 ,建設 ,河 ,街燈 ,8月 ,早上 ,東京都 ,關東 ,市區街道 ,3月 ,展望 ,都市 ,大樓 ,東京 ,都會 ,關東地方 ,高樓大廈 ,中央區 ,都心 ,拱廊 ,食材 ,隅田川 ,市場 ,外國人 ,新鮮 ,魚貝類 ,築地市場",,4.2,日本、〒104-0045 東京都中央区築地５丁目２−１
383,東北,福島,大內宿,大内宿,37.3337444,139.8609275,"Landscape ,Japan ,Blue sky ,Sunny ,Sightseeing resort ,Tourism ,Building ,Autumn ,Spring ,Green ,Noted place ,Travel ,Tourist attractions ,April ,Tourist attractions ,Fresh green ,October ,Sunny ,Tohoku ,Cityscape ,August ,History ,Asia ,Historic building ,Harmony ,Townscape ,Countryside ,Tradition ,Japanese houses ,Row of houses","風景 ,日本 ,藍藍的天空 ,晴天 ,觀光地 ,觀光 ,建設 ,秋天 ,春天 ,綠色 ,名所 ,旅行 ,觀光名所 ,4月 ,旅遊景點 ,鮮綠 ,10月 ,陽光明媚 ,東北 ,街燈 ,8月 ,歷史 ,亞洲 ,歷史建築 ,和 ,市區街道 ,田舎 ,傳統 ,日本房子 ,房屋",,4.1,日本、〒969-5207 福島県南会津郡下郷町大内山本
384,東北,青森,青森睡魔祭,ねぶたの家 ワ・ラッセ,40.8296203,140.7359079,,,,4.2,日本、〒030-0803 青森県青森市安方１丁目１−１
